word,DELMET,wordcat,context,DELMET,word_1,label_1,word_2,label_2,word_3,label_3,word_4,label_4,word_5,label_5,word_6,label_6,word_7,label_7,word_8,label_8,word_9,label_9,word_10,label_10,word_11,label_11,word_12,label_12,word_13,label_13,word_14,label_14,word_15,label_15,word_16,label_16,word_17,label_17,word_18,label_18,word_19,label_19,word_20,label_20,word_21,label_21,word_22,label_22,word_23,label_23,word_24,label_24,word_25,label_25
no,0,AT,It does not matter whether+or+not DRG makes sellotape or Basildon Bond it 's of no consequence to anybody if somebody else makes them,0,no,0,no,0,no,0,no,0,no,0,no,0,,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0
consequence,0,N,It does not matter whether+or+not DRG makes sellotape or Basildon Bond it 's of no consequence to anybody if somebody else makes them,0,consequence,1,consequence,1,consequence,1,consequence,1,consequence,1,consequence,1,,0,consequence,1,consequence,1,consequence,1,consequence,1,consequence,1,consequence,1,consequence,1,consequence,1,consequence,1,consequence,1,consequence,1,consequence,1,consequence,1,consequence,1,consequence,0,consequence,1,consequence,1,consequence,1
to,1,PR,It does not matter whether+or+not DRG makes sellotape or Basildon Bond it 's of no consequence to anybody if somebody else makes them,1,to,0,to,0,to,0,to,0,to,0,to,0,,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0
anybody,0,PN,It does not matter whether+or+not DRG makes sellotape or Basildon Bond it 's of no consequence to anybody if somebody else makes them,0,anybody,0,anybody,0,anybody,0,anybody,0,anybody,0,anybody,0,,0,anybody,0,anybody,0,anybody,0,anybody,0,anybody,0,anybody,0,anybody,0,anybody,0,anybody,0,anybody,0,anybody,0,anybody,0,anybody,0,anybody,0,anybody,0,anybody,0,anybody,0,anybody,0
if,0,CJ,It does not matter whether+or+not DRG makes sellotape or Basildon Bond it 's of no consequence to anybody if somebody else makes them,0,if,0,if,0,if,0,if,0,if,0,if,0,,0,if,0,if,0,if,0,if,0,if,0,if,0,if,0,if,0,if,0,if,0,if,0,if,0,if,0,if,0,if,0,if,0,if,0,if,0
somebody,0,PN,It does not matter whether+or+not DRG makes sellotape or Basildon Bond it 's of no consequence to anybody if somebody else makes them,0,somebody,0,somebody,0,somebody,0,somebody,0,somebody,0,somebody,0,,0,somebody,0,somebody,0,somebody,0,somebody,0,somebody,0,somebody,0,somebody,0,somebody,0,somebody,0,somebody,0,somebody,0,somebody,0,somebody,0,somebody,0,somebody,0,somebody,0,somebody,0,somebody,0
else,0,AV,It does not matter whether+or+not DRG makes sellotape or Basildon Bond it 's of no consequence to anybody if somebody else makes them,0,else,0,else,0,else,0,else,0,else,0,else,0,,0,else,0,else,0,else,0,else,0,else,0,else,0,else,0,else,0,else,0,else,0,else,0,else,0,else,0,else,0,else,0,else,0,else,0,else,0
makes,0,V,It does not matter whether+or+not DRG makes sellotape or Basildon Bond it 's of no consequence to anybody if somebody else makes them,0,makes,0,makes,0,makes,0,makes,0,makes,0,makes,0,,0,makes,0,makes,0,makes,0,makes,0,makes,0,makes,1,makes,0,makes,0,makes,0,makes,0,makes,0,makes,0,makes,0,makes,0,makes,0,makes,0,makes,0,makes,0
them,0,PN,It does not matter whether+or+not DRG makes sellotape or Basildon Bond it 's of no consequence to anybody if somebody else makes them,0,them,0,them,0,them,0,them,0,them,0,them,0,,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0
In,0,PR,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,0,In,0,In,0,In,0,In,0,In,0,In,0,,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0
his,0,DP,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,0,his,0,his,0,his,0,his,0,his,0,his,0,,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0
minute,0,N,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,0,minute,0,minute,0,minute,0,minute,0,minute,0,minute,0,,0,minute,0,minute,0,minute,0,minute,0,minute,0,minute,0,minute,0,minute,0,minute,0,minute,0,minute,0,minute,1,minute,0,minute,0,minute,0,minute,0,minute,0,minute,0
inaccessible,0,AJ,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,0,inaccessible,1,inaccessible,0,inaccessible,0,inaccessible,0,inaccessible,0,inaccessible,0,inaccessible,1,inaccessible,0,inaccessible,0,inaccessible,0,inaccessible,0,inaccessible,0,inaccessible,0,inaccessible,0,inaccessible,0,inaccessible,0,inaccessible,0,inaccessible,0,inaccessible,1,inaccessible,0,inaccessible,0,inaccessible,0,inaccessible,0,inaccessible,0,inaccessible,1
capital,0,N,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0,capital,0
which,0,DT,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,0,which,0,which,0,which,0,which,0,which,0,which,0,,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0
today,0,AV,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,0,today,0,today,0,today,0,today,0,today,0,today,0,,0,today,0,today,0,today,0,today,0,today,0,today,0,today,0,today,0,today,0,today,0,today,0,today,0,today,0,today,0,today,0,today,0,today,0,today,0
has,1,V,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,1,has,0,has,0,has,0,has,0,has,0,has,0,,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0,has,0
only,0,AV,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,0,only,0,only,0,only,0,only,0,only,0,only,0,,0,only,0,only,0,only,0,only,0,only,0,only,0,only,0,only,0,only,0,only,0,only,0,only,0,only,0,only,0,only,0,only,0,only,0,only,0
15,0,CR,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,0,15,0,15,0,15,0,15,0,15,0,15,0,,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
inhabitants,0,N,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,0,inhabitants,0,inhabitants,0,inhabitants,0,inhabitants,0,inhabitants,0,inhabitants,0,,0,inhabitants,0,inhabitants,0,inhabitants,0,inhabitants,0,inhabitants,0,inhabitants,0,inhabitants,0,inhabitants,0,inhabitants,0,inhabitants,0,inhabitants,0,inhabitants,0,inhabitants,0,inhabitants,0,inhabitants,0,inhabitants,0,inhabitants,0,inhabitants,0
Nicholas,0,N,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,0,Nicholas,0,Nicholas,0,Nicholas,0,Nicholas,0,Nicholas,0,Nicholas,0,,0,Nicholas,0,Nicholas,0,Nicholas,0,Nicholas,0,Nicholas,0,Nicholas,0,Nicholas,0,Nicholas,0,Nicholas,0,Nicholas,0,Nicholas,0,Nicholas,0,Nicholas,0,Nicholas,0,Nicholas,0,Nicholas,0,Nicholas,0,Nicholas,0
erected,0,V,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,0,erected,0,erected,0,erected,1,erected,0,erected,1,erected,1,erected,1,erected,1,erected,0,erected,0,erected,1,erected,1,erected,1,erected,1,erected,0,erected,1,erected,1,erected,1,erected,0,erected,1,erected,0,erected,0,erected,1,erected,1,erected,1
a,0,AT,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,0,a,0,a,0,a,0,a,0,a,0,a,0,,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0
miniature,0,AJ,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,0,miniature,0,miniature,0,miniature,1,miniature,1,miniature,0,miniature,0,,0,miniature,0,miniature,0,miniature,0,miniature,0,miniature,1,miniature,0,miniature,1,miniature,1,miniature,1,miniature,1,miniature,0,miniature,1,miniature,0,miniature,0,miniature,0,miniature,1,miniature,1,miniature,1
European,0,AJ,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,0,European,0,European,0,European,0,European,0,European,0,European,0,,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0
court,0,N,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,0,court,0,court,0,court,0,court,0,court,0,court,0,,0,court,0,court,0,court,0,court,0,court,0,court,0,court,0,court,0,court,0,court,0,court,0,court,0,court,0,court,0,court,0,court,0,court,0,court,0
and,0,CJ,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,0,and,0,and,0,and,0,and,0,and,0,and,0,,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0
an,0,AT,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,0,an,0,an,0,an,0,an,0,an,0,an,0,,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0,an,0
exquisitely,0,AV,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,0,exquisitely,0,exquisitely,0,exquisitely,0,exquisitely,0,exquisitely,0,exquisitely,0,,0,exquisitely,0,exquisitely,0,exquisitely,0,exquisitely,0,exquisitely,0,exquisitely,0,exquisitely,0,exquisitely,0,exquisitely,0,exquisitely,0,exquisitely,0,exquisitely,0,exquisitely,0,exquisitely,0,exquisitely,0,exquisitely,0,exquisitely,0,exquisitely,0
furnished,0,AJ,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,0,furnished,0,furnished,0,furnished,0,furnished,0,furnished,0,furnished,0,furnished,1,furnished,0,furnished,0,furnished,0,furnished,0,furnished,0,furnished,0,furnished,0,furnished,0,furnished,0,furnished,0,furnished,0,furnished,0,furnished,0,furnished,0,furnished,0,furnished,0,furnished,0,furnished,0
Victorian,0,AJ,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,0,Victorian,0,Victorian,0,Victorian,0,Victorian,0,Victorian,0,Victorian,0,,0,Victorian,0,Victorian,0,Victorian,0,Victorian,0,Victorian,0,Victorian,0,Victorian,0,Victorian,0,Victorian,0,Victorian,0,Victorian,0,Victorian,0,Victorian,0,Victorian,0,Victorian,0,Victorian,0,Victorian,0,Victorian,0
palace,0,N,In his minute inaccessible capital which today has only 15 inhabitants Nicholas erected a miniature European court and an exquisitely furnished Victorian palace,0,palace,0,palace,0,palace,0,palace,0,palace,0,palace,0,,0,palace,0,palace,0,palace,0,palace,0,palace,0,palace,0,palace,0,palace,0,palace,0,palace,0,palace,0,palace,0,palace,0,palace,0,palace,0,palace,0,palace,0,palace,0
FISA,0,N,FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas,0,FISA,0,FISA,0,FISA,0,FISA,0,FISA,0,FISA,0,,0,FISA,0,FISA,0,FISA,0,FISA,0,FISA,0,FISA,0,FISA,0,FISA,0,FISA,0,FISA,0,FISA,0,FISA,0,FISA,0,FISA,0,FISA,0,FISA,0,FISA,0,FISA,0
was,0,V,FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas,0,was,0,was,0,was,0,was,0,was,0,was,0,,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0
then,0,AV,FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas,0,then,0,then,0,then,0,then,0,then,0,then,0,,0,then,0,then,0,then,0,then,0,then,0,then,0,then,0,then,0,then,0,then,0,then,0,then,0,then,0,then,0,then,0,then,0,then,0,then,0
a,0,AT,FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas,0,a,0,a,0,a,0,a,0,a,0,a,0,,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0
relatively,0,AV,FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas,0,relatively,0,relatively,0,relatively,0,relatively,0,relatively,0,relatively,0,,0,relatively,0,relatively,0,relatively,0,relatively,0,relatively,0,relatively,0,relatively,0,relatively,0,relatively,0,relatively,0,relatively,0,relatively,0,relatively,0,relatively,0,relatively,0,relatively,0,relatively,0,relatively,0
unimportant,0,AJ,FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas,0,unimportant,0,unimportant,0,unimportant,0,unimportant,0,unimportant,0,unimportant,0,,0,unimportant,0,unimportant,0,unimportant,0,unimportant,0,unimportant,0,unimportant,0,unimportant,0,unimportant,0,unimportant,0,unimportant,0,unimportant,0,unimportant,0,unimportant,0,unimportant,0,unimportant,1,unimportant,0,unimportant,0,unimportant,1
body,1,N,FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas,1,body,0,body,0,body,0,body,0,body,0,body,0,,0,body,0,body,0,body,0,body,0,body,0,body,0,body,0,body,0,body,0,body,0,body,0,body,0,body,0,body,1,body,0,body,0,body,0,body,0
which,0,DT,FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas,0,which,0,which,0,which,0,which,0,which,0,which,0,,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0,which,0
organised,1,V,FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas,1,organised,0,organised,0,organised,0,organised,0,organised,0,organised,0,,0,organised,0,organised,0,organised,0,organised,0,organised,0,organised,0,organised,0,organised,0,organised,0,organised,0,organised,0,organised,0,organised,0,organised,0,organised,0,organised,0,organised,0,organised,0
European,0,AJ,FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas,0,European,0,European,0,European,0,European,0,European,0,European,0,,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0,European,0
and,0,CJ,FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas,0,and,0,and,0,and,0,and,0,and,0,and,0,,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0
other,0,AJ,FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas,0,other,0,other,0,other,0,other,0,other,0,other,0,,0,other,0,other,0,other,0,other,0,other,0,other,0,other,0,other,0,other,0,other,0,other,0,other,0,other,0,other,0,other,0,other,0,other,0,other,0
championships,0,N,FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas,0,championships,0,championships,0,championships,0,championships,0,championships,0,championships,0,,0,championships,0,championships,0,championships,0,championships,0,championships,0,championships,0,championships,0,championships,0,championships,0,championships,0,championships,0,championships,0,championships,0,championships,0,championships,0,championships,0,championships,0,championships,0
and,0,CJ,FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas,0,and,0,and,0,and,0,and,0,and,0,and,0,,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0
participated,1,V,FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas,1,participated,0,participated,0,participated,0,participated,0,participated,0,participated,0,,0,participated,0,participated,1,participated,0,participated,0,participated,0,participated,0,participated,0,participated,0,participated,0,participated,0,participated,0,participated,0,participated,0,participated,0,participated,0,participated,0,participated,0,participated,0
in,1,PR,FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas,1,in,0,in,0,in,0,in,0,in,0,in,0,,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0,in,0
the,0,AT,FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas,0,the,0,the,0,the,0,the,0,the,0,the,0,,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0
running,1,N,FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas,1,running,1,running,1,running,1,running,1,running,1,running,1,running,1,running,1,running,1,running,1,running,1,running,1,running,1,running,1,running,1,running,1,running,1,running,1,running,1,running,1,running,1,running,1,running,1,running,1,running,1
of,0,PR,FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas,0,of,0,of,0,of,0,of,0,of,0,of,0,,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0
Olympic,0,AJ,FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas,0,Olympic,0,Olympic,0,Olympic,0,Olympic,0,Olympic,0,Olympic,0,,0,Olympic,0,Olympic,0,Olympic,0,Olympic,0,Olympic,0,Olympic,0,Olympic,0,Olympic,0,Olympic,0,Olympic,0,Olympic,0,Olympic,0,Olympic,0,Olympic,0,Olympic,0,Olympic,0,Olympic,0,Olympic,0
regattas,0,N,FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas,0,regattas,0,regattas,0,regattas,0,regattas,0,regattas,0,regattas,0,,0,regattas,0,regattas,0,regattas,0,regattas,0,regattas,0,regattas,0,regattas,0,regattas,0,regattas,0,regattas,0,regattas,0,regattas,0,regattas,0,regattas,0,regattas,0,regattas,0,regattas,0,regattas,0
In+spite+of,0,PR,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,In+spite+of,0,In+spite+of,0,In+spite+of,0,In+spite+of,0,In+spite+of,0,In+spite+of,0,,0,In+spite+of,0,In,0,In+spite+of,0,In,0,In,0,In+spite+of,0,In+spite+of,0,In+spite+of,0,In+spite+of,0,In+spite+of,0,In+spite+of,0,In,0,In+spite+of,0,In+spite+of,0,In+spite+of,0,In+spite+of,0,In+spite+of,0,In+spite+of,0
his,0,DP,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,his,0,his,0,his,0,his,0,his,0,his,0,,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0
gift,0,N,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,gift,0,gift,0,gift,1,gift,1,gift,1,gift,1,gift,1,gift,1,gift,0,gift,1,gift,1,gift,1,gift,1,gift,1,gift,1,gift,1,gift,1,gift,1,gift,1,gift,1,gift,1,gift,1,gift,1,gift,1,gift,1
to,1,PR,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,1,to,0,to,0,to,0,to,0,to,0,to,0,,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0
the,0,AT,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,the,0,the,0,the,0,the,0,the,0,the,0,,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0
sport,0,N,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,sport,0,sport,0,sport,0,sport,0,sport,0,sport,0,,0,sport,0,sport,0,sport,0,sport,0,sport,0,sport,0,sport,0,sport,0,sport,0,sport,0,sport,0,sport,0,sport,0,sport,0,sport,0,sport,0,sport,0,sport,0
Keller,0,N,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,Keller,0,Keller,0,Keller,0,Keller,0,Keller,0,Keller,0,,0,Keller,0,Keller,0,Keller,0,Keller,0,Keller,0,Keller,0,Keller,0,Keller,0,Keller,0,Keller,0,Keller,0,Keller,0,Keller,0,Keller,0,Keller,0,Keller,0,Keller,0,Keller,0
was,0,V,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,was,0,was,0,was,0,was,0,was,0,was,0,,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0
anxious,0,AJ,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,anxious,0,anxious,0,anxious,0,anxious,0,anxious,0,anxious,0,,0,anxious,0,anxious,0,anxious,0,anxious,0,anxious,0,anxious,0,anxious,0,anxious,0,anxious,0,anxious,0,anxious,0,anxious,0,anxious,0,anxious,0,anxious,0,anxious,0,anxious,0,anxious,0
not,0,XX,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,not,0,not,0,not,0,not,0,not,0,not,0,,0,not,0,not,0,not,0,not,0,not,0,not,0,not,0,not,0,not,0,not,0,not,0,not,0,not,0,not,0,not,0,not,0,not,0,not,0
to,0,TO,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,to,0,to,0,to,0,to,0,to,0,to,0,,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0
abuse,1,V,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,1,abuse,1,abuse,1,abuse,1,abuse,1,abuse,1,abuse,0,abuse,1,abuse,1,abuse,1,abuse,1,abuse,1,abuse,1,abuse,1,abuse,1,abuse,1,abuse,1,abuse,1,abuse,1,abuse,1,abuse,1,abuse,1,abuse,1,abuse,1,abuse,1,abuse,1
his,0,DP,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,his,0,his,0,his,0,his,0,his,0,his,0,,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0
status,0,N,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,status,0,status,0,status,0,status,0,status,0,status,0,,0,status,0,status,0,status,0,status,0,status,0,status,0,status,0,status,0,status,0,status,0,status,0,status,0,status,0,status,0,status,0,status,0,status,0,status,0
as,0,CJ,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,as,0,as,0,as,0,as,0,as,0,as,0,,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0
President,0,N,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,President,0,President,0,President,0,President,0,President,0,President,0,,0,President,0,President,0,President,0,President,0,President,0,President,0,President,0,President,0,President,0,President,0,President,0,President,0,President,0,President,0,President,0,President,0,President,0,President,0
and,0,CJ,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,and,0,and,0,and,0,and,0,and,0,and,0,,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0
never,0,AV,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,never,0,never,0,never,0,never,0,never,0,never,0,,0,never,0,never,0,never,0,never,0,never,0,never,0,never,0,never,0,never,0,never,0,never,0,never,0,never,0,never,0,never,0,never,0,never,0,never,0
went,0,V,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,went,0,went,0,went,0,went,0,went,0,went,0,,0,went,0,went,0,went,0,went,0,went,0,went,0,went,0,went,0,went,0,went,0,went,0,went,0,went,0,went,0,went,0,went,1,went,0,went,0
to,0,PR,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,to,0,to,0,to,0,to,0,to,0,to,0,,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0
a,0,AT,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,a,0,a,0,a,0,a,0,a,0,a,0,,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0
rowing,0,N,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,rowing,0,rowing,0,rowing,0,rowing,0,rowing,0,rowing,0,,0,rowing,0,rowing,0,rowing,0,rowing,0,rowing,0,rowing,0,rowing,0,rowing,0,rowing,0,rowing,0,rowing,0,rowing,0,rowing,0,rowing,0,rowing,0,rowing,0,rowing,0,rowing,0
event,0,N,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,event,0,event,0,event,0,event,0,event,0,event,0,,0,event,0,event,0,event,0,event,0,event,0,event,0,event,0,event,0,event,0,event,0,event,0,event,0,event,0,event,0,event,0,event,0,event,0,event,0
unless,0,CJ,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,unless,0,unless,0,unless,0,unless,0,unless,0,unless,0,,0,unless,0,unless,0,unless,0,unless,0,unless,0,unless,0,unless,0,unless,0,unless,0,unless,0,unless,0,unless,0,unless,0,unless,0,unless,0,unless,0,unless,0,unless,0
invited,0,V,In+spite+of his gift to the sport Keller was anxious not to abuse his status as President and never went to a rowing event unless invited,0,invited,0,invited,0,invited,0,invited,0,invited,0,invited,0,,0,invited,0,invited,0,invited,0,invited,0,invited,0,invited,0,invited,0,invited,0,invited,0,invited,0,invited,0,invited,0,invited,0,invited,0,invited,0,invited,0,invited,0,invited,0
The,0,AT,The village is a fantastic institution and they make people happier,0,The,0,The,0,The,0,The,0,The,0,The,0,,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0,The,0
